po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category
PO101159,2025-12-23,SUP1026,Equipment Supplier 8 (NIG),MAT2051,Equipment Item 13,Equipment,491,57181.6,28076164.6,,NGN,2026-02-22,2026-02-22,Partial,Pending,John Obi,Ibadan,0,0.36,1,351.41,1467.31,40.0,None,0,Equipment Supplier 8 (NIG),57,72.6,3.1,6.82,80,20.9,0.0,0,36.5,Medium Risk
PO101160,2024-07-27,SUP1006,Raw Materials Supplier 7 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,118,365983.16,43186012.66,,NGN,2024-08-30,2024-09-26,Delivered,Pending,John Obi,Ibadan,1,0.6,0,204.09,1025.25,58.0,None,0,Raw Materials Supplier 7 (NIG),79,80.8,8.6,2.17,52,25.7,27.0,1,29.0,Low Risk
PO101161,2025-10-13,SUP1005,Raw Materials Supplier 6 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,682,69504.13,47401818.54,,NGN,2025-11-17,2025-11-17,Delivered,Paid,Chidi Eze,Kano,1,0.36,0,319.62,1626.66,52.0,None,0,Raw Materials Supplier 6 (NIG),64,80.9,8.7,7.95,53,10.1,0.0,0,42.8,Medium Risk
PO101162,2025-10-05,SUP1029,Services Supplier 2 (NIG),MAT2056,Services Item 3,Services,561,477156.68,267684897.06,,NGN,2025-12-25,2026-01-22,Delivered,Overdue,Chidi Eze,Kano,1,0.5,0,344.88,1500.83,57.0,None,0,Services Supplier 2 (NIG),76,61.0,10.7,1.61,73,28.9,28.0,1,31.3,Medium Risk
PO101163,2025-08-10,SUP1031,Services Supplier 4 (NIG),MAT2066,Services Item 13,Services,334,417686.54,139507304.8,,NGN,2025-10-16,2025-10-29,Delivered,Pending,John Obi,Ibadan,1,0.58,0,302.62,1460.7,63.0,None,0,Services Supplier 4 (NIG),77,70.6,10.5,4.83,71,23.9,13.0,1,36.4,Medium Risk
PO101164,2024-10-18,SUP1036,Services Supplier 9 (NIG),MAT2070,Services Item 17,Services,332,189017.68,62753869.37,,NGN,2024-11-02,2024-11-02,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.34,0,245.56,1021.96,51.0,None,0,Services Supplier 9 (NIG),68,81.1,10.3,1.54,46,17.7,0.0,0,33.1,Medium Risk
PO101165,2025-02-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,946,292929.8,277111593.58,233391.8,USD,2025-02-26,2025-02-26,Delivered,Paid,Chidi Eze,Lagos,0,0.12,0,238.59,1217.38,31.0,None,0,Raw Materials Supplier 2 (UK),84,77.7,7.5,1.62,27,8.5,0.0,0,21.0,Low Risk
PO101166,2025-08-28,SUP1010,Packaging Supplier 3 (NIG),MAT2034,Packaging Item 14,Packaging,805,254760.41,205082130.34,,NGN,2025-11-17,2025-11-20,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.52,0,308.81,1524.21,57.0,None,0,Packaging Supplier 3 (NIG),39,63.0,10.3,3.62,73,27.9,3.0,1,48.7,Medium Risk
PO101167,2024-06-24,SUP1004,Raw Materials Supplier 5 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,428,340815.06,145868847.79,,NGN,2024-07-28,2024-08-23,Delivered,Paid,John Obi,Ibadan,1,0.39,0,250.45,1071.09,43.0,None,0,Raw Materials Supplier 5 (NIG),68,73.8,4.1,6.03,64,26.6,26.0,1,32.4,Medium Risk
PO101168,2024-03-11,SUP1017,Packaging Supplier 10 (IND),MAT2035,Packaging Item 15,Packaging,133,475541.77,63247056.01,44779.6,USD,2024-04-13,2024-05-08,Delivered,Paid,John Obi,Ibadan,0,0.25,0,189.46,886.06,39.0,None,0,Packaging Supplier 10 (IND),85,74.2,8.3,2.59,73,7.2,25.0,1,24.0,Low Risk
PO101169,2024-03-20,SUP1013,Packaging Supplier 6 (NIG),MAT2029,Packaging Item 9,Packaging,84,26105.54,2192864.97,,NGN,2024-05-31,2024-06-19,Delivered,Pending,John Obi,Ibadan,0,0.28,0,184.63,910.48,25.0,None,0,Packaging Supplier 6 (NIG),55,69.5,7.9,2.29,37,22.2,19.0,1,33.1,Medium Risk
PO101170,2026-02-07,SUP1013,Packaging Supplier 6 (NIG),MAT2022,Packaging Item 2,Packaging,739,1525.14,1127081.66,,NGN,2026-04-04,,Pending,Pending,Chidi Eze,Kano,0,0.29,0,342.76,1629.49,35.0,None,0,Packaging Supplier 6 (NIG),37,60.6,10.7,1.71,73,27.2,,0,43.7,Medium Risk
PO101171,2025-11-17,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,749,22369.83,16755002.11,12045.3,USD,2026-02-01,2026-02-24,Delivered,Overdue,Chidi Eze,Ibadan,0,0.37,0,337.58,1667.71,35.0,None,0,Raw Materials Supplier 2 (UK),58,65.4,10.5,2.4,83,13.5,23.0,1,36.2,Medium Risk
PO101172,2024-12-17,SUP1029,Services Supplier 2 (NIG),MAT2066,Services Item 13,Services,726,394208.35,286195262.93,,NGN,2025-02-22,2025-02-22,Delivered,Paid,John Obi,Lagos,0,0.26,1,286.54,1269.6,55.0,None,0,Services Supplier 2 (NIG),80,76.9,11.9,3.71,25,25.2,0.0,0,33.7,Medium Risk
PO101173,2025-10-24,SUP1026,Equipment Supplier 8 (NIG),MAT2051,Equipment Item 13,Equipment,700,51718.32,36202825.96,,NGN,2025-12-24,2026-01-16,Delivered,Pending,John Obi,Lagos,1,0.77,0,338.91,1661.34,66.0,None,0,Equipment Supplier 8 (NIG),71,81.7,7.5,4.01,67,17.4,23.0,1,35.0,Medium Risk
PO101174,2024-12-25,SUP1029,Services Supplier 2 (NIG),MAT2063,Services Item 10,Services,359,11197.47,4019890.39,,NGN,2025-02-12,2025-03-12,Delivered,Overdue,Sarah Ahmed,Ibadan,0,0.15,1,234.17,1158.7,55.0,None,0,Services Supplier 2 (NIG),80,76.9,11.9,3.71,25,25.2,28.0,1,33.7,Medium Risk
PO101175,2025-03-24,SUP1025,Equipment Supplier 7 (GER),MAT2049,Equipment Item 11,Equipment,785,330721.95,259616727.15,283871.49,USD,2025-04-26,2025-05-04,Delivered,Pending,Chidi Eze,Kano,0,0.28,0,286.37,1231.82,28.0,None,0,Equipment Supplier 7 (GER),82,73.4,3.2,6.14,44,22.3,8.0,1,23.8,Low Risk
PO101176,2025-01-11,SUP1001,Raw Materials Supplier 2 (UK),MAT2019,Raw Materials Item 20,Raw Materials,365,467030.63,170466178.34,190498.88,USD,2025-02-17,2025-02-17,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.27,1,251.38,1169.76,46.0,None,0,Raw Materials Supplier 2 (UK),57,68.0,7.0,1.31,40,15.5,0.0,0,33.1,Medium Risk
PO101177,2025-11-06,SUP1004,Raw Materials Supplier 5 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,956,24291.54,23222708.82,,NGN,2026-01-21,2026-01-21,Delivered,Paid,John Obi,Kano,0,0.39,0,306.51,1579.48,30.0,None,0,Raw Materials Supplier 5 (NIG),65,92.6,15.0,5.19,22,17.1,0.0,0,41.3,Medium Risk
PO101178,2024-04-05,SUP1015,Packaging Supplier 8 (NIG),MAT2033,Packaging Item 13,Packaging,16,302805.55,4844888.84,,NGN,2024-04-17,2024-05-05,Delivered,Overdue,Chidi Eze,Ibadan,1,0.32,0,191.44,921.09,57.0,None,0,Packaging Supplier 8 (NIG),59,83.7,3.5,0.69,43,18.9,18.0,1,29.5,Low Risk
PO101179,2025-08-11,SUP1008,Packaging Supplier 1 (CHI),MAT2023,Packaging Item 3,Packaging,860,477908.01,411000891.64,267858.4,USD,2025-10-15,2025-10-17,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.84,0,317.01,1392.64,40.0,None,0,Packaging Supplier 1 (CHI),54,79.7,8.8,5.24,78,21.2,2.0,1,41.1,Medium Risk
PO101180,2024-05-23,SUP1018,Packaging Supplier 11 (IND),MAT2038,Packaging Item 18,Packaging,295,181031.18,53404197.01,59791.74,USD,2024-06-08,2024-06-08,Delivered,Paid,Chidi Eze,Lagos,1,0.73,0,246.85,1025.62,69.0,None,0,Packaging Supplier 11 (IND),75,78.6,10.0,6.27,70,23.7,0.0,0,39.8,Medium Risk
PO101181,2025-01-24,SUP1017,Packaging Supplier 10 (IND),MAT2025,Packaging Item 5,Packaging,529,76586.37,40514189.32,34842.79,USD,2025-03-09,2025-03-08,Delivered,Pending,John Obi,Ibadan,0,0.28,1,261.57,1315.73,56.0,None,0,Packaging Supplier 10 (IND),72,89.9,8.6,3.44,78,16.8,-1.0,0,33.4,Medium Risk
PO101182,2024-06-06,SUP1023,Equipment Supplier 5 (IND),MAT2051,Equipment Item 13,Equipment,204,55297.93,11280777.57,8488.78,USD,2024-08-06,2024-08-03,Delivered,Paid,John Obi,Lagos,1,0.52,0,252.58,958.49,45.0,None,0,Equipment Supplier 5 (IND),33,88.8,3.9,1.45,73,7.6,-3.0,0,39.6,Medium Risk
PO101183,2025-10-17,SUP1031,Services Supplier 4 (NIG),MAT2067,Services Item 14,Services,903,122955.54,111028851.89,,NGN,2025-12-21,2026-01-01,Delivered,Overdue,John Obi,Kano,1,0.64,0,347.75,1437.6,68.0,None,0,Services Supplier 4 (NIG),55,72.7,13.1,1.26,33,17.5,11.0,1,43.2,Medium Risk
PO101184,2025-07-17,SUP1020,Equipment Supplier 2 (CHI),MAT2049,Equipment Item 11,Equipment,144,333616.09,48040716.68,32012.39,USD,2025-08-19,2025-08-27,Partial,Paid,Sarah Ahmed,Kano,1,0.87,0,290.69,1328.99,55.0,None,0,Equipment Supplier 2 (CHI),38,89.1,8.7,4.17,64,14.5,8.0,1,48.0,Medium Risk
PO101185,2025-11-11,SUP1010,Packaging Supplier 3 (NIG),MAT2022,Packaging Item 2,Packaging,737,1452.45,1070452.46,,NGN,2026-01-06,2026-01-17,Delivered,Paid,Chidi Eze,Ibadan,0,0.19,0,350.84,1612.65,32.0,None,0,Packaging Supplier 3 (NIG),62,85.6,11.3,2.52,84,21.5,11.0,1,35.1,Medium Risk
PO101186,2025-07-04,SUP1008,Packaging Supplier 1 (CHI),MAT2033,Packaging Item 13,Packaging,908,280991.62,255140391.77,258890.51,USD,2025-07-16,2025-07-16,Delivered,Overdue,Chidi Eze,Ibadan,1,0.84,0,261.44,1391.78,49.0,None,0,Packaging Supplier 1 (CHI),62,71.1,8.8,7.96,60,23.5,0.0,0,43.3,Medium Risk
PO101187,2025-09-03,SUP1032,Services Supplier 5 (NIG),MAT2067,Services Item 14,Services,312,89027.17,27776477.42,,NGN,2025-11-07,2025-11-07,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.59,0,263.49,1457.06,53.0,None,0,Services Supplier 5 (NIG),68,88.8,6.1,6.41,63,10.5,0.0,0,36.5,Medium Risk
PO101188,2025-01-23,SUP1012,Packaging Supplier 5 (USA),MAT2036,Packaging Item 16,Packaging,688,122111.65,84012815.97,89284.57,USD,2025-03-21,2025-03-23,Delivered,Overdue,Chidi Eze,Lagos,0,0.23,1,257.43,1212.26,42.0,None,0,Packaging Supplier 5 (USA),66,77.0,13.5,3.78,39,7.8,2.0,1,39.1,Medium Risk
PO101189,2025-07-04,SUP1038,Services Supplier 11 (CHI),MAT2056,Services Item 3,Services,625,423557.92,264723702.75,267969.34,USD,2025-09-23,2025-09-23,Delivered,Overdue,John Obi,Kano,1,0.84,0,261.44,1391.78,49.0,None,0,Services Supplier 11 (CHI),58,84.5,10.4,3.92,67,12.0,0.0,0,40.4,Medium Risk
PO101190,2025-01-20,SUP1019,Equipment Supplier 1 (NIG),MAT2041,Equipment Item 3,Equipment,701,65131.99,45657524.02,,NGN,2025-03-12,2025-04-04,Delivered,Pending,John Obi,Ibadan,0,0.3,1,298.56,1247.61,42.0,None,0,Equipment Supplier 1 (NIG),74,69.1,3.2,3.26,87,12.3,23.0,1,24.8,Low Risk
PO101191,2025-07-06,SUP1008,Packaging Supplier 1 (CHI),MAT2036,Packaging Item 16,Packaging,357,132235.52,47208082.36,56435.05,USD,2025-09-01,2025-09-10,Delivered,Paid,Chidi Eze,Lagos,1,0.38,0,266.74,1470.87,40.0,None,0,Packaging Supplier 1 (CHI),62,71.1,8.8,7.96,60,23.5,9.0,1,41.9,Medium Risk
PO101192,2025-11-26,SUP1005,Raw Materials Supplier 6 (NIG),MAT2003,Raw Materials Item 4,Raw Materials,980,364293.77,357007892.54,,NGN,2025-12-03,2025-12-06,Delivered,Paid,Chidi Eze,Lagos,0,0.36,0,319.35,1721.61,25.0,None,0,Raw Materials Supplier 6 (NIG),62,67.5,6.1,6.29,50,28.4,3.0,1,34.5,Medium Risk
PO101193,2025-03-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2001,Raw Materials Item 2,Raw Materials,809,68979.32,55804271.66,36478.56,USD,2025-04-23,2025-05-23,Delivered,Paid,Chidi Eze,Lagos,0,0.16,0,275.16,1232.27,28.0,None,0,Raw Materials Supplier 2 (UK),83,81.5,2.5,6.38,79,20.0,30.0,1,23.1,Low Risk
PO101194,2025-03-01,SUP1009,Packaging Supplier 2 (CHI),MAT2034,Packaging Item 14,Packaging,170,248789.37,42294193.31,37883.73,USD,2025-05-21,2025-06-03,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.32,0,261.37,1352.31,37.0,None,0,Packaging Supplier 2 (CHI),44,70.9,13.6,2.91,39,10.7,13.0,1,45.9,Medium Risk
PO101195,2024-10-02,SUP1017,Packaging Supplier 10 (IND),MAT2038,Packaging Item 18,Packaging,972,135530.39,131735535.83,89228.41,USD,2024-10-18,2024-11-15,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.71,0,252.29,1107.84,49.0,None,0,Packaging Supplier 10 (IND),67,75.5,2.5,1.83,53,22.7,28.0,1,25.8,Low Risk
PO101196,2024-08-03,SUP1026,Equipment Supplier 8 (NIG),MAT2053,Equipment Item 15,Equipment,318,274018.45,87137867.6,,NGN,2024-09-12,2024-09-22,Partial,Paid,Sarah Ahmed,Kano,1,0.82,0,232.5,1071.05,67.0,Strike,5,Equipment Supplier 8 (NIG),84,63.5,12.8,1.53,29,16.8,10.0,1,39.0,Medium Risk
PO101197,2025-04-10,SUP1013,Packaging Supplier 6 (NIG),MAT2024,Packaging Item 4,Packaging,847,242758.45,205616403.6,,NGN,2025-06-27,2025-06-27,Delivered,Paid,Chidi Eze,Kano,1,0.85,0,244.72,1220.01,44.0,None,0,Packaging Supplier 6 (NIG),55,72.6,5.5,3.02,19,23.8,0.0,0,34.6,Medium Risk
PO101198,2026-02-14,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,30,370064.53,11101935.98,,NGN,2026-03-15,,Pending,Pending,John Obi,Kano,0,0.34,0,292.92,1693.47,31.0,None,0,Services Supplier 5 (NIG),80,77.1,8.9,5.75,51,21.0,,0,30.2,Medium Risk
PO101199,2025-10-19,SUP1039,Services Supplier 12 (IND),MAT2063,Services Item 10,Services,208,15232.68,3168396.72,2130.1,USD,2025-12-07,2025-12-29,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.42,0,334.11,1439.88,58.0,None,0,Services Supplier 12 (IND),51,86.0,14.0,1.95,18,15.7,22.0,1,45.2,Medium Risk
PO101200,2025-06-08,SUP1017,Packaging Supplier 10 (IND),MAT2021,Packaging Item 1,Packaging,112,431282.54,48303644.68,36459.97,USD,2025-07-06,2025-07-19,Delivered,Paid,Sarah Ahmed,Kano,1,0.52,0,245.04,1293.56,64.0,None,0,Packaging Supplier 10 (IND),77,62.3,6.0,3.03,17,15.8,13.0,1,29.3,Low Risk
PO101201,2024-12-06,SUP1037,Services Supplier 10 (NIG),MAT2054,Services Item 1,Services,301,334884.38,100800199.78,,NGN,2025-02-05,2025-02-15,Delivered,Overdue,Chidi Eze,Ibadan,0,0.11,1,283.05,1144.2,63.0,None,0,Services Supplier 10 (NIG),80,83.9,3.8,5.89,79,20.3,10.0,1,30.1,Medium Risk
PO101202,2025-03-12,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,473,217600.76,102925160.13,65136.22,USD,2025-03-28,2025-04-06,Delivered,Overdue,Chidi Eze,Lagos,0,0.36,0,251.34,1176.31,32.0,None,0,Raw Materials Supplier 8 (USA),67,77.2,3.8,1.95,19,13.2,9.0,1,24.7,Low Risk
PO101203,2025-12-14,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,350,399027.4,139659588.69,107106.57,USD,2026-02-06,2026-02-06,Delivered,Paid,Sarah Ahmed,Kano,0,0.19,1,329.28,1657.84,43.0,None,0,Equipment Supplier 7 (GER),81,79.6,2.7,3.08,40,17.8,0.0,0,21.4,Low Risk
PO101204,2024-11-06,SUP1004,Raw Materials Supplier 5 (NIG),MAT2015,Raw Materials Item 16,Raw Materials,154,71316.4,10982725.38,,NGN,2024-12-06,2025-01-03,Delivered,Paid,John Obi,Ibadan,0,0.28,0,269.38,1204.38,28.0,None,0,Raw Materials Supplier 5 (NIG),59,85.0,11.5,2.25,34,10.3,28.0,1,35.5,Medium Risk
PO101205,2024-11-09,SUP1032,Services Supplier 5 (NIG),MAT2068,Services Item 15,Services,328,175303.76,57499634.61,,NGN,2024-12-15,2024-12-12,Delivered,Overdue,John Obi,Ibadan,0,0.23,0,227.43,1080.52,35.0,None,0,Services Supplier 5 (NIG),63,89.8,2.5,7.85,79,16.0,-3.0,0,34.3,Medium Risk
PO101206,2026-01-31,SUP1018,Packaging Supplier 11 (IND),MAT2028,Packaging Item 8,Packaging,783,314208.38,246025162.85,206573.45,USD,2026-04-12,,Pending,Pending,Sarah Ahmed,Ibadan,0,0.12,1,300.84,1753.99,63.0,None,0,Packaging Supplier 11 (IND),62,90.0,7.1,7.32,65,23.6,,0,42.7,Medium Risk
PO101207,2026-02-19,SUP1031,Services Supplier 4 (NIG),MAT2062,Services Item 9,Services,536,463467.89,248418790.6,,NGN,2026-03-20,,Pending,Pending,John Obi,Ibadan,0,0.13,0,302.67,1757.37,24.0,None,0,Services Supplier 4 (NIG),64,84.1,14.4,5.4,63,25.5,,0,40.5,Medium Risk
PO101208,2026-02-10,SUP1006,Raw Materials Supplier 7 (NIG),MAT2013,Raw Materials Item 14,Raw Materials,394,27726.53,10924250.97,,NGN,2026-04-01,,Pending,Pending,Chidi Eze,Kano,0,0.18,0,292.5,1785.46,24.0,None,0,Raw Materials Supplier 7 (NIG),71,70.7,8.4,6.08,17,16.9,,0,32.7,Medium Risk
PO101209,2024-06-28,SUP1009,Packaging Supplier 2 (CHI),MAT2033,Packaging Item 13,Packaging,212,296923.55,62947793.56,39902.68,USD,2024-07-10,2024-07-10,Delivered,Paid,Chidi Eze,Kano,1,0.68,0,215.12,912.22,47.0,None,0,Packaging Supplier 2 (CHI),32,66.6,3.5,6.37,54,19.1,0.0,0,47.3,Medium Risk
PO101210,2025-07-07,SUP1017,Packaging Supplier 10 (IND),MAT2032,Packaging Item 12,Packaging,776,72441.07,56214272.48,49549.04,USD,2025-09-24,2025-09-24,Delivered,Pending,Chidi Eze,Kano,1,0.79,0,329.92,1402.21,44.0,None,0,Packaging Supplier 10 (IND),56,76.1,13.2,4.76,68,10.3,0.0,0,44.5,Medium Risk
PO101211,2024-11-28,SUP1020,Equipment Supplier 2 (CHI),MAT2053,Equipment Item 15,Equipment,639,384340.19,245593379.07,196310.07,USD,2025-01-07,2025-01-07,Delivered,Paid,Chidi Eze,Kano,0,0.19,0,221.53,1101.16,25.0,None,0,Equipment Supplier 2 (CHI),65,63.7,6.2,0.72,73,21.6,0.0,0,25.0,Low Risk
PO101212,2025-03-11,SUP1027,Equipment Supplier 9 (IND),MAT2041,Equipment Item 3,Equipment,493,69005.37,34019647.0,21962.87,USD,2025-05-01,2025-05-04,Delivered,Overdue,John Obi,Ibadan,0,0.17,0,237.45,1310.01,32.0,None,0,Equipment Supplier 9 (IND),61,84.1,8.4,1.9,23,23.2,3.0,1,31.6,Medium Risk
PO101213,2025-04-26,SUP1013,Packaging Supplier 6 (NIG),MAT2030,Packaging Item 10,Packaging,163,442007.96,72047298.16,,NGN,2025-05-11,2025-05-06,Delivered,Paid,John Obi,Kano,1,0.35,0,287.63,1416.2,61.0,None,0,Packaging Supplier 6 (NIG),55,72.6,5.5,3.02,19,23.8,-5.0,0,37.2,Medium Risk
PO101214,2024-05-31,SUP1032,Services Supplier 5 (NIG),MAT2060,Services Item 7,Services,348,157300.06,54740419.16,,NGN,2024-08-17,2024-08-22,Delivered,Paid,Sarah Ahmed,Kano,1,0.88,0,240.34,1009.71,45.0,None,0,Services Supplier 5 (NIG),77,75.2,9.4,1.25,23,24.3,5.0,1,27.2,Low Risk
PO101215,2024-03-10,SUP1015,Packaging Supplier 8 (NIG),MAT2034,Packaging Item 14,Packaging,291,202278.14,58862937.4,,NGN,2024-05-30,2024-06-21,Delivered,Pending,Sarah Ahmed,Kano,0,0.1,0,226.84,900.42,41.0,None,0,Packaging Supplier 8 (NIG),78,91.7,7.7,5.67,76,28.0,22.0,1,31.2,Medium Risk
PO101216,2025-04-12,SUP1020,Equipment Supplier 2 (CHI),MAT2049,Equipment Item 11,Equipment,584,382783.83,223545756.68,168396.8,USD,2025-05-15,2025-05-15,Delivered,Paid,Sarah Ahmed,Lagos,1,0.54,0,281.12,1447.57,47.0,None,0,Equipment Supplier 2 (CHI),59,90.3,3.2,6.89,35,12.8,0.0,0,37.0,Medium Risk
PO101217,2024-11-20,SUP1001,Raw Materials Supplier 2 (UK),MAT2020,Raw Materials Item 21,Raw Materials,139,237845.86,33060574.73,26034.95,USD,2025-01-27,2025-02-12,Delivered,Pending,Chidi Eze,Kano,0,0.25,0,256.08,1187.91,34.0,None,0,Raw Materials Supplier 2 (UK),68,81.0,12.3,6.65,38,17.5,16.0,1,40.2,Medium Risk
PO101218,2026-01-09,SUP1039,Services Supplier 12 (IND),MAT2065,Services Item 12,Services,224,73396.9,16440905.94,11523.8,USD,2026-01-29,2026-01-29,Delivered,Paid,John Obi,Lagos,0,0.11,1,310.04,1493.28,51.0,None,0,Services Supplier 12 (IND),50,67.0,3.2,5.81,52,14.3,0.0,0,39.6,Medium Risk
PO101219,2025-06-25,SUP1007,Raw Materials Supplier 8 (USA),MAT2006,Raw Materials Item 7,Raw Materials,341,31626.08,10784493.26,6843.5,USD,2025-08-01,2025-08-01,Delivered,Overdue,Chidi Eze,Ibadan,1,0.61,0,269.42,1526.55,51.0,None,0,Raw Materials Supplier 8 (USA),82,76.0,5.2,3.54,20,17.2,0.0,0,25.4,Low Risk
PO101220,2025-01-24,SUP1021,Equipment Supplier 3 (NIG),MAT2052,Equipment Item 14,Equipment,522,25989.69,13566619.89,,NGN,2025-03-14,2025-03-14,Delivered,Overdue,Chidi Eze,Ibadan,0,0.28,1,261.57,1315.73,56.0,None,0,Equipment Supplier 3 (NIG),46,73.7,6.3,1.27,70,29.6,0.0,0,38.2,Medium Risk
PO101221,2025-02-22,SUP1021,Equipment Supplier 3 (NIG),MAT2048,Equipment Item 10,Equipment,868,144565.58,125482923.04,,NGN,2025-05-17,2025-05-25,Delivered,Pending,Chidi Eze,Lagos,0,0.32,0,276.38,1247.04,34.0,None,0,Equipment Supplier 3 (NIG),47,77.3,9.5,5.98,52,10.7,8.0,1,44.8,Medium Risk
PO101222,2025-05-17,SUP1036,Services Supplier 9 (NIG),MAT2063,Services Item 10,Services,511,14530.05,7424853.04,,NGN,2025-07-05,2025-07-05,Delivered,Overdue,Chidi Eze,Ibadan,1,0.84,0,284.47,1400.28,43.0,None,0,Services Supplier 9 (NIG),77,84.6,6.9,0.7,69,17.4,0.0,0,23.6,Low Risk
PO101223,2024-08-25,SUP1006,Raw Materials Supplier 7 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,896,60714.58,54400267.83,,NGN,2024-09-29,2024-10-16,Delivered,Paid,Chidi Eze,Kano,1,0.68,0,237.32,1098.83,59.0,None,0,Raw Materials Supplier 7 (NIG),59,64.6,3.1,4.79,21,21.0,17.0,1,35.5,Medium Risk
PO101224,2024-09-07,SUP1038,Services Supplier 11 (CHI),MAT2067,Services Item 14,Services,393,92332.22,36286563.49,25954.15,USD,2024-11-11,2024-11-11,Delivered,Paid,John Obi,Kano,1,0.65,0,208.36,1025.34,44.0,None,0,Services Supplier 11 (CHI),83,75.0,14.5,2.73,40,12.0,0.0,0,32.0,Medium Risk
PO101225,2025-01-07,SUP1026,Equipment Supplier 8 (NIG),MAT2049,Equipment Item 11,Equipment,106,435911.44,46206612.71,,NGN,2025-02-09,2025-03-08,Delivered,Pending,John Obi,Kano,0,0.4,1,258.56,1301.89,49.0,None,0,Equipment Supplier 8 (NIG),73,66.6,9.0,6.42,56,14.9,27.0,1,36.8,Medium Risk
PO101226,2024-12-02,SUP1038,Services Supplier 11 (CHI),MAT2067,Services Item 14,Services,417,86918.61,36245060.17,26721.53,USD,2025-02-05,2025-02-05,Delivered,Paid,Chidi Eze,Ibadan,0,0.22,1,289.92,1171.79,49.0,None,0,Services Supplier 11 (CHI),76,80.2,3.9,5.48,55,5.3,0.0,0,29.1,Low Risk
PO101227,2025-11-08,SUP1036,Services Supplier 9 (NIG),MAT2057,Services Item 4,Services,512,197858.4,101303500.13,,NGN,2025-11-20,2025-12-19,Delivered,Paid,Sarah Ahmed,Lagos,0,0.36,0,322.08,1619.52,29.0,None,0,Services Supplier 9 (NIG),67,89.1,10.8,7.07,85,24.2,29.0,1,39.0,Medium Risk
PO101228,2025-11-13,SUP1010,Packaging Supplier 3 (NIG),MAT2021,Packaging Item 1,Packaging,732,516469.04,378055336.13,,NGN,2025-12-11,2025-12-14,Delivered,Paid,John Obi,Ibadan,0,0.22,0,274.65,1575.72,36.0,None,0,Packaging Supplier 3 (NIG),62,85.6,11.3,2.52,84,21.5,3.0,1,35.7,Medium Risk
PO101229,2025-12-08,SUP1005,Raw Materials Supplier 6 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,331,157770.54,52222047.76,,NGN,2026-02-05,2026-02-12,Delivered,Paid,Sarah Ahmed,Kano,0,0.21,1,285.86,1737.8,61.0,None,0,Raw Materials Supplier 6 (NIG),71,79.5,14.0,1.66,19,19.2,7.0,1,37.2,Medium Risk
PO101230,2025-01-14,SUP1009,Packaging Supplier 2 (CHI),MAT2034,Packaging Item 14,Packaging,937,261225.8,244768573.84,177663.55,USD,2025-04-05,2025-03-31,Delivered,Overdue,Sarah Ahmed,Kano,0,0.14,1,269.81,1199.35,37.0,Political Unrest,8,Packaging Supplier 2 (CHI),29,92.6,10.9,4.96,26,11.7,-5.0,0,64.3,High Risk
PO101231,2026-01-10,SUP1005,Raw Materials Supplier 6 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,76,335465.81,25495401.83,,NGN,2026-03-31,,Pending,Pending,Chidi Eze,Ibadan,0,0.34,1,361.2,1682.2,60.0,None,0,Raw Materials Supplier 6 (NIG),59,64.8,6.8,4.87,44,15.1,,0,39.5,Medium Risk
PO101232,2024-05-20,SUP1013,Packaging Supplier 6 (NIG),MAT2024,Packaging Item 4,Packaging,464,183794.02,85280425.27,,NGN,2024-08-06,2024-09-02,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.76,0,216.82,857.2,51.0,None,0,Packaging Supplier 6 (NIG),60,70.5,7.4,4.68,39,12.4,27.0,1,38.1,Medium Risk
