po_number,supplier_id,supplier_name,po_date,expected_delivery_date,actual_delivery_date,actual_lead_days,expected_lead_days,lead_time_variance,lateness_flag
PO101089,SUP1021,Equipment Supplier 3 (NIG),2026-01-21,2026-02-10,2026-02-14,24,20,4,1
PO100290,SUP1021,Equipment Supplier 3 (NIG),2026-01-27,2026-02-16,2026-02-24,28,20,8,1
PO101549,SUP1023,Equipment Supplier 5 (IND),2024-03-19,2024-06-17,2024-06-25,98,90,8,1
PO100196,SUP1023,Equipment Supplier 5 (IND),2024-04-13,2024-05-03,2024-05-24,41,20,21,1
PO101503,SUP1023,Equipment Supplier 5 (IND),2024-04-13,2024-06-06,2024-07-05,83,54,29,1
PO100961,SUP1023,Equipment Supplier 5 (IND),2024-04-18,2024-07-06,2024-07-19,92,79,13,1
PO101027,SUP1023,Equipment Supplier 5 (IND),2024-04-28,2024-06-01,2024-06-01,34,34,0,0
PO101547,SUP1023,Equipment Supplier 5 (IND),2024-05-06,2024-06-15,2024-07-07,62,40,22,1
PO102288,SUP1023,Equipment Supplier 5 (IND),2024-05-09,2024-07-27,2024-08-15,98,79,19,1
PO101101,SUP1023,Equipment Supplier 5 (IND),2024-06-04,2024-07-23,2024-08-07,64,49,15,1
PO101182,SUP1023,Equipment Supplier 5 (IND),2024-06-06,2024-08-06,2024-08-03,58,61,-3,0
PO100707,SUP1023,Equipment Supplier 5 (IND),2024-06-29,2024-09-21,2024-10-01,94,84,10,1
PO101600,SUP1023,Equipment Supplier 5 (IND),2024-06-29,2024-07-19,2024-08-06,38,20,18,1
PO100776,SUP1023,Equipment Supplier 5 (IND),2024-07-03,2024-09-18,2024-09-23,82,77,5,1
PO100969,SUP1023,Equipment Supplier 5 (IND),2024-07-07,2024-09-24,2024-10-22,107,79,28,1
PO100258,SUP1023,Equipment Supplier 5 (IND),2024-07-09,2024-10-01,2024-10-01,84,84,0,0
PO101747,SUP1023,Equipment Supplier 5 (IND),2024-07-16,2024-08-18,2024-08-15,30,33,-3,0
PO100673,SUP1023,Equipment Supplier 5 (IND),2024-07-23,2024-08-12,2024-08-22,30,20,10,1
PO100734,SUP1023,Equipment Supplier 5 (IND),2024-08-15,2024-10-03,2024-09-28,44,49,-5,0
PO102047,SUP1023,Equipment Supplier 5 (IND),2024-08-26,2024-11-13,2024-11-21,87,79,8,1
PO100376,SUP1023,Equipment Supplier 5 (IND),2024-09-07,2024-10-11,2024-10-13,36,34,2,1
PO101534,SUP1023,Equipment Supplier 5 (IND),2024-09-09,2024-11-27,2024-11-27,79,79,0,0
PO101999,SUP1023,Equipment Supplier 5 (IND),2024-09-25,2024-11-03,2024-12-02,68,39,29,1
PO101029,SUP1023,Equipment Supplier 5 (IND),2024-10-01,2024-12-16,2025-01-01,92,76,16,1
PO102318,SUP1023,Equipment Supplier 5 (IND),2024-10-13,2024-12-06,2024-12-15,63,54,9,1
PO102235,SUP1023,Equipment Supplier 5 (IND),2024-10-14,2024-11-23,2024-11-23,40,40,0,0
PO101686,SUP1023,Equipment Supplier 5 (IND),2024-10-16,2024-11-24,2024-11-24,39,39,0,0
PO100080,SUP1023,Equipment Supplier 5 (IND),2024-10-25,2024-11-14,2024-12-12,48,20,28,1
PO100229,SUP1023,Equipment Supplier 5 (IND),2024-10-29,2024-12-02,2024-12-25,57,34,23,1
PO101885,SUP1023,Equipment Supplier 5 (IND),2024-11-10,2025-01-26,2025-01-26,77,77,0,0
PO101894,SUP1023,Equipment Supplier 5 (IND),2024-11-11,2025-01-11,2025-01-11,61,61,0,0
PO102185,SUP1023,Equipment Supplier 5 (IND),2024-11-16,2024-12-06,2024-12-06,20,20,0,0
PO102321,SUP1023,Equipment Supplier 5 (IND),2024-11-26,2024-12-30,2025-01-15,50,34,16,1
PO100665,SUP1023,Equipment Supplier 5 (IND),2024-11-28,2025-01-06,2025-01-06,39,39,0,0
PO101501,SUP1023,Equipment Supplier 5 (IND),2024-12-08,2025-01-28,2025-01-28,51,51,0,0
PO100846,SUP1023,Equipment Supplier 5 (IND),2024-12-27,2025-02-04,2025-01-30,34,39,-5,0
PO101571,SUP1023,Equipment Supplier 5 (IND),2024-12-27,2025-02-04,2025-02-04,39,39,0,0
PO100219,SUP1023,Equipment Supplier 5 (IND),2025-01-14,2025-03-04,2025-03-16,61,49,12,1
PO101578,SUP1023,Equipment Supplier 5 (IND),2025-01-24,2025-03-16,2025-03-16,51,51,0,0
PO101941,SUP1023,Equipment Supplier 5 (IND),2025-01-28,2025-04-22,2025-04-22,84,84,0,0
PO100054,SUP1023,Equipment Supplier 5 (IND),2025-02-12,2025-03-18,2025-03-25,41,34,7,1
PO102072,SUP1023,Equipment Supplier 5 (IND),2025-02-14,2025-04-04,2025-04-04,49,49,0,0
PO100016,SUP1023,Equipment Supplier 5 (IND),2025-02-19,2025-05-20,2025-06-18,119,90,29,1
PO100128,SUP1023,Equipment Supplier 5 (IND),2025-02-19,2025-03-24,2025-04-18,58,33,25,1
PO101335,SUP1023,Equipment Supplier 5 (IND),2025-02-28,2025-04-09,2025-04-18,49,40,9,1
PO101114,SUP1023,Equipment Supplier 5 (IND),2025-03-07,2025-06-05,2025-06-27,112,90,22,1
PO100979,SUP1023,Equipment Supplier 5 (IND),2025-03-08,2025-05-23,2025-05-23,76,76,0,0
PO101646,SUP1023,Equipment Supplier 5 (IND),2025-03-10,2025-06-08,2025-06-22,104,90,14,1
PO102119,SUP1023,Equipment Supplier 5 (IND),2025-03-16,2025-05-31,2025-06-05,81,76,5,1
PO100464,SUP1023,Equipment Supplier 5 (IND),2025-03-30,2025-05-02,2025-05-05,36,33,3,1
PO101636,SUP1023,Equipment Supplier 5 (IND),2025-04-21,2025-06-09,2025-06-09,49,49,0,0
PO102395,SUP1023,Equipment Supplier 5 (IND),2025-05-05,2025-07-05,2025-07-23,79,61,18,1
PO101469,SUP1023,Equipment Supplier 5 (IND),2025-05-27,2025-08-19,2025-09-03,99,84,15,1
PO100778,SUP1023,Equipment Supplier 5 (IND),2025-05-29,2025-07-07,2025-08-05,68,39,29,1
PO100882,SUP1023,Equipment Supplier 5 (IND),2025-06-17,2025-07-07,2025-07-07,20,20,0,0
PO101883,SUP1023,Equipment Supplier 5 (IND),2025-06-29,2025-08-22,2025-09-20,83,54,29,1
PO101839,SUP1023,Equipment Supplier 5 (IND),2025-06-30,2025-09-28,2025-10-04,96,90,6,1
PO100414,SUP1023,Equipment Supplier 5 (IND),2025-07-04,2025-09-26,2025-09-26,84,84,0,0
PO100527,SUP1023,Equipment Supplier 5 (IND),2025-07-10,2025-08-18,2025-08-15,36,39,-3,0
PO102219,SUP1023,Equipment Supplier 5 (IND),2025-07-11,2025-09-25,2025-09-22,73,76,-3,0
PO100256,SUP1023,Equipment Supplier 5 (IND),2025-07-15,2025-08-04,2025-08-30,46,20,26,1
PO101604,SUP1023,Equipment Supplier 5 (IND),2025-07-16,2025-09-08,2025-09-08,54,54,0,0
PO102360,SUP1023,Equipment Supplier 5 (IND),2025-07-26,2025-09-25,2025-09-25,61,61,0,0
PO101846,SUP1023,Equipment Supplier 5 (IND),2025-07-28,2025-09-27,2025-09-27,61,61,0,0
PO101829,SUP1023,Equipment Supplier 5 (IND),2025-08-22,2025-09-11,2025-09-11,20,20,0,0
PO100383,SUP1023,Equipment Supplier 5 (IND),2025-08-24,2025-09-13,2025-09-09,16,20,-4,0
PO101844,SUP1023,Equipment Supplier 5 (IND),2025-08-28,2025-10-16,2025-10-15,48,49,-1,0
PO100486,SUP1023,Equipment Supplier 5 (IND),2025-09-01,2025-11-30,2025-12-06,96,90,6,1
PO101650,SUP1023,Equipment Supplier 5 (IND),2025-09-25,2025-11-25,2025-12-10,76,61,15,1
PO101291,SUP1023,Equipment Supplier 5 (IND),2025-09-28,2025-10-18,2025-10-14,16,20,-4,0
PO101514,SUP1023,Equipment Supplier 5 (IND),2025-10-28,2025-11-17,2025-12-12,45,20,25,1
PO101591,SUP1023,Equipment Supplier 5 (IND),2025-10-29,2025-12-29,2025-12-29,61,61,0,0
PO100217,SUP1023,Equipment Supplier 5 (IND),2025-12-05,2026-01-14,2026-02-02,59,40,19,1
PO100874,SUP1023,Equipment Supplier 5 (IND),2025-12-06,2025-12-26,2025-12-26,20,20,0,0
PO102335,SUP1023,Equipment Supplier 5 (IND),2025-12-07,2026-01-30,2026-02-04,59,54,5,1
PO101085,SUP1023,Equipment Supplier 5 (IND),2025-12-08,2026-01-17,2026-01-17,40,40,0,0
PO100805,SUP1023,Equipment Supplier 5 (IND),2026-01-03,2026-02-11,2026-02-14,42,39,3,1
PO101971,SUP1023,Equipment Supplier 5 (IND),2026-01-27,2026-02-16,2026-02-16,20,20,0,0
PO102294,SUP1023,Equipment Supplier 5 (IND),2026-02-04,2026-02-24,2026-02-24,20,20,0,0
PO102236,SUP1024,Equipment Supplier 6 (IND),2024-03-04,2024-05-22,2024-05-25,82,79,3,1
PO100143,SUP1024,Equipment Supplier 6 (IND),2024-03-22,2024-04-11,2024-04-14,23,20,3,1
PO100352,SUP1024,Equipment Supplier 6 (IND),2024-04-11,2024-06-26,2024-07-12,92,76,16,1
PO100621,SUP1024,Equipment Supplier 6 (IND),2024-04-20,2024-05-29,2024-06-22,63,39,24,1
PO100551,SUP1024,Equipment Supplier 6 (IND),2024-04-22,2024-06-12,2024-06-20,59,51,8,1
PO100872,SUP1024,Equipment Supplier 6 (IND),2024-05-02,2024-06-04,2024-06-25,54,33,21,1
PO102203,SUP1024,Equipment Supplier 6 (IND),2024-05-06,2024-07-29,2024-07-29,84,84,0,0
PO100403,SUP1024,Equipment Supplier 6 (IND),2024-05-22,2024-07-12,2024-08-02,72,51,21,1
PO101803,SUP1024,Equipment Supplier 6 (IND),2024-05-29,2024-07-01,2024-07-08,40,33,7,1
PO100325,SUP1024,Equipment Supplier 6 (IND),2024-06-07,2024-06-27,2024-07-16,39,20,19,1
PO101643,SUP1024,Equipment Supplier 6 (IND),2024-06-17,2024-09-09,2024-10-04,109,84,25,1
PO101473,SUP1024,Equipment Supplier 6 (IND),2024-07-20,2024-10-18,2024-10-18,90,90,0,0
PO101606,SUP1024,Equipment Supplier 6 (IND),2024-07-25,2024-10-23,2024-11-20,118,90,28,1
PO100481,SUP1024,Equipment Supplier 6 (IND),2024-08-01,2024-08-21,2024-08-21,20,20,0,0
PO100275,SUP1024,Equipment Supplier 6 (IND),2024-08-13,2024-09-15,2024-09-17,35,33,2,1
PO101881,SUP1024,Equipment Supplier 6 (IND),2024-08-20,2024-11-12,2024-11-24,96,84,12,1
PO101261,SUP1024,Equipment Supplier 6 (IND),2024-08-26,2024-10-14,2024-10-14,49,49,0,0
PO100795,SUP1024,Equipment Supplier 6 (IND),2024-08-30,2024-10-02,2024-10-07,38,33,5,1
PO101266,SUP1024,Equipment Supplier 6 (IND),2024-09-08,2024-12-07,2024-12-05,88,90,-2,0
PO101009,SUP1024,Equipment Supplier 6 (IND),2024-09-11,2024-10-30,2024-11-15,65,49,16,1
PO100204,SUP1024,Equipment Supplier 6 (IND),2024-09-12,2024-10-02,2024-10-18,36,20,16,1
PO100410,SUP1024,Equipment Supplier 6 (IND),2024-09-13,2024-10-16,2024-10-16,33,33,0,0
PO100510,SUP1024,Equipment Supplier 6 (IND),2024-09-16,2024-10-20,2024-10-20,34,34,0,0
PO101117,SUP1024,Equipment Supplier 6 (IND),2024-09-27,2024-12-12,2024-12-12,76,76,0,0
PO102390,SUP1024,Equipment Supplier 6 (IND),2024-10-05,2024-11-23,2024-11-23,49,49,0,0
PO102482,SUP1024,Equipment Supplier 6 (IND),2024-10-09,2024-11-17,2024-11-17,39,39,0,0
PO101651,SUP1024,Equipment Supplier 6 (IND),2024-10-28,2025-01-13,2025-01-13,77,77,0,0
PO101130,SUP1024,Equipment Supplier 6 (IND),2024-10-29,2024-11-18,2024-12-13,45,20,25,1
PO100031,SUP1024,Equipment Supplier 6 (IND),2024-10-31,2024-12-21,2025-01-12,73,51,22,1
PO101235,SUP1024,Equipment Supplier 6 (IND),2024-11-03,2025-01-21,2025-01-24,82,79,3,1
PO102488,SUP1024,Equipment Supplier 6 (IND),2024-11-12,2025-01-30,2025-02-28,108,79,29,1
PO102137,SUP1024,Equipment Supplier 6 (IND),2024-12-01,2025-01-21,2025-02-08,69,51,18,1
PO100556,SUP1024,Equipment Supplier 6 (IND),2025-01-07,2025-02-25,2025-03-25,77,49,28,1
PO100152,SUP1024,Equipment Supplier 6 (IND),2025-01-10,2025-02-19,2025-03-09,58,40,18,1
PO100154,SUP1024,Equipment Supplier 6 (IND),2025-01-25,2025-02-27,2025-03-25,59,33,26,1
PO102352,SUP1024,Equipment Supplier 6 (IND),2025-01-25,2025-03-20,2025-04-15,80,54,26,1
PO101644,SUP1024,Equipment Supplier 6 (IND),2025-02-15,2025-03-07,2025-04-01,45,20,25,1
PO101955,SUP1024,Equipment Supplier 6 (IND),2025-03-13,2025-05-31,2025-05-31,79,79,0,0
PO101697,SUP1024,Equipment Supplier 6 (IND),2025-03-17,2025-04-20,2025-04-22,36,34,2,1
PO100265,SUP1024,Equipment Supplier 6 (IND),2025-03-24,2025-05-24,2025-05-24,61,61,0,0
PO101613,SUP1024,Equipment Supplier 6 (IND),2025-03-29,2025-06-16,2025-06-16,79,79,0,0
PO100956,SUP1024,Equipment Supplier 6 (IND),2025-04-04,2025-05-08,2025-05-20,46,34,12,1
PO100691,SUP1024,Equipment Supplier 6 (IND),2025-04-21,2025-06-09,2025-06-09,49,49,0,0
PO100025,SUP1024,Equipment Supplier 6 (IND),2025-05-08,2025-05-28,2025-06-23,46,20,26,1
PO101081,SUP1024,Equipment Supplier 6 (IND),2025-05-11,2025-08-03,2025-08-03,84,84,0,0
PO100248,SUP1024,Equipment Supplier 6 (IND),2025-05-30,2025-07-02,2025-07-04,35,33,2,1
PO101597,SUP1024,Equipment Supplier 6 (IND),2025-06-02,2025-08-20,2025-09-09,99,79,20,1
PO100064,SUP1024,Equipment Supplier 6 (IND),2025-06-06,2025-08-29,2025-08-29,84,84,0,0
PO101897,SUP1024,Equipment Supplier 6 (IND),2025-06-06,2025-07-27,2025-08-18,73,51,22,1
PO100679,SUP1024,Equipment Supplier 6 (IND),2025-06-26,2025-07-16,2025-08-05,40,20,20,1
PO102074,SUP1024,Equipment Supplier 6 (IND),2025-08-31,2025-11-23,2025-11-19,80,84,-4,0
PO102301,SUP1024,Equipment Supplier 6 (IND),2025-09-03,2025-11-21,2025-12-21,109,79,30,1
PO101838,SUP1024,Equipment Supplier 6 (IND),2025-09-16,2025-10-26,2025-10-26,40,40,0,0
PO101987,SUP1024,Equipment Supplier 6 (IND),2025-09-17,2025-10-07,2025-10-04,17,20,-3,0
PO101233,SUP1024,Equipment Supplier 6 (IND),2025-09-21,2025-10-11,2025-11-04,44,20,24,1
PO100253,SUP1024,Equipment Supplier 6 (IND),2025-10-08,2025-12-31,2025-12-31,84,84,0,0
PO100540,SUP1024,Equipment Supplier 6 (IND),2025-10-08,2025-12-31,2026-01-06,90,84,6,1
PO100001,SUP1024,Equipment Supplier 6 (IND),2025-10-11,2025-11-29,2025-12-14,64,49,15,1
PO100338,SUP1024,Equipment Supplier 6 (IND),2025-10-25,2026-01-23,2026-02-04,102,90,12,1
PO100488,SUP1024,Equipment Supplier 6 (IND),2025-11-13,2026-01-28,2026-01-28,76,76,0,0
PO102000,SUP1024,Equipment Supplier 6 (IND),2025-11-19,2025-12-22,2025-12-26,37,33,4,1
PO101757,SUP1024,Equipment Supplier 6 (IND),2025-11-20,2025-12-24,2025-12-29,39,34,5,1
PO101946,SUP1024,Equipment Supplier 6 (IND),2025-11-21,2025-12-11,2025-12-11,20,20,0,0
PO101533,SUP1024,Equipment Supplier 6 (IND),2025-11-26,2026-01-14,2026-01-14,49,49,0,0
PO101270,SUP1024,Equipment Supplier 6 (IND),2025-12-06,2026-01-26,2026-01-26,51,51,0,0
PO101612,SUP1024,Equipment Supplier 6 (IND),2025-12-11,2026-01-31,2026-02-08,59,51,8,1
PO101395,SUP1024,Equipment Supplier 6 (IND),2026-01-24,2026-02-26,2026-02-21,28,33,-5,0
PO102195,SUP1025,Equipment Supplier 7 (GER),2024-03-03,2024-05-03,2024-05-29,87,61,26,1
PO100177,SUP1025,Equipment Supplier 7 (GER),2024-03-10,2024-04-19,2024-04-19,40,40,0,0
PO101719,SUP1025,Equipment Supplier 7 (GER),2024-03-13,2024-05-01,2024-05-03,51,49,2,1
PO100236,SUP1025,Equipment Supplier 7 (GER),2024-03-19,2024-06-11,2024-06-21,94,84,10,1
PO101492,SUP1025,Equipment Supplier 7 (GER),2024-03-20,2024-04-22,2024-05-18,59,33,26,1
PO102474,SUP1025,Equipment Supplier 7 (GER),2024-03-31,2024-05-09,2024-05-12,42,39,3,1
PO100818,SUP1025,Equipment Supplier 7 (GER),2024-04-20,2024-06-10,2024-07-03,74,51,23,1
PO101287,SUP1025,Equipment Supplier 7 (GER),2024-04-26,2024-07-12,2024-07-30,95,77,18,1
PO101496,SUP1025,Equipment Supplier 7 (GER),2024-05-12,2024-07-27,2024-07-27,76,76,0,0
PO100216,SUP1025,Equipment Supplier 7 (GER),2024-05-15,2024-06-04,2024-06-04,20,20,0,0
PO101100,SUP1025,Equipment Supplier 7 (GER),2024-05-17,2024-06-26,2024-06-26,40,40,0,0
PO101933,SUP1025,Equipment Supplier 7 (GER),2024-05-23,2024-07-16,2024-07-16,54,54,0,0
PO100451,SUP1025,Equipment Supplier 7 (GER),2024-06-07,2024-06-27,2024-07-07,30,20,10,1
PO102150,SUP1025,Equipment Supplier 7 (GER),2024-06-25,2024-08-13,2024-08-20,56,49,7,1
PO102016,SUP1025,Equipment Supplier 7 (GER),2024-07-04,2024-07-24,2024-08-01,28,20,8,1
PO100878,SUP1025,Equipment Supplier 7 (GER),2024-07-11,2024-09-25,2024-10-16,97,76,21,1
PO102158,SUP1025,Equipment Supplier 7 (GER),2024-07-13,2024-08-02,2024-08-02,20,20,0,0
PO100102,SUP1025,Equipment Supplier 7 (GER),2024-07-23,2024-08-31,2024-08-30,38,39,-1,0
PO100272,SUP1025,Equipment Supplier 7 (GER),2024-08-02,2024-10-25,2024-10-24,83,84,-1,0
PO100521,SUP1025,Equipment Supplier 7 (GER),2024-08-04,2024-10-22,2024-10-22,79,79,0,0
PO100005,SUP1025,Equipment Supplier 7 (GER),2024-08-21,2024-11-08,2024-11-08,79,79,0,0
PO100984,SUP1025,Equipment Supplier 7 (GER),2024-08-27,2024-11-12,2024-11-19,84,77,7,1
PO100676,SUP1025,Equipment Supplier 7 (GER),2024-08-28,2024-11-12,2024-11-27,91,76,15,1
PO100067,SUP1025,Equipment Supplier 7 (GER),2024-09-06,2024-10-30,2024-11-02,57,54,3,1
PO100384,SUP1025,Equipment Supplier 7 (GER),2024-09-16,2024-10-19,2024-10-23,37,33,4,1
PO101403,SUP1025,Equipment Supplier 7 (GER),2024-09-17,2024-10-20,2024-10-20,33,33,0,0
PO100834,SUP1025,Equipment Supplier 7 (GER),2024-10-27,2024-12-17,2025-01-08,73,51,22,1
PO100703,SUP1025,Equipment Supplier 7 (GER),2024-11-02,2024-12-26,2024-12-23,51,54,-3,0
PO100000,SUP1025,Equipment Supplier 7 (GER),2024-12-06,2025-02-23,2025-03-11,95,79,16,1
PO100977,SUP1025,Equipment Supplier 7 (GER),2024-12-24,2025-01-13,2025-01-26,33,20,13,1
PO100668,SUP1025,Equipment Supplier 7 (GER),2025-01-09,2025-03-11,2025-03-27,77,61,16,1
PO100407,SUP1025,Equipment Supplier 7 (GER),2025-01-26,2025-03-21,2025-04-05,69,54,15,1
PO100828,SUP1025,Equipment Supplier 7 (GER),2025-02-02,2025-04-27,2025-04-24,81,84,-3,0
PO100468,SUP1025,Equipment Supplier 7 (GER),2025-02-11,2025-03-03,2025-03-28,45,20,25,1
PO101441,SUP1025,Equipment Supplier 7 (GER),2025-02-11,2025-04-06,2025-04-06,54,54,0,0
PO101745,SUP1025,Equipment Supplier 7 (GER),2025-02-16,2025-05-03,2025-05-21,94,76,18,1
PO101252,SUP1025,Equipment Supplier 7 (GER),2025-03-01,2025-05-16,2025-05-15,75,76,-1,0
PO102362,SUP1025,Equipment Supplier 7 (GER),2025-03-07,2025-05-30,2025-05-27,81,84,-3,0
PO102315,SUP1025,Equipment Supplier 7 (GER),2025-03-11,2025-04-29,2025-04-29,49,49,0,0
PO101175,SUP1025,Equipment Supplier 7 (GER),2025-03-24,2025-04-26,2025-05-04,41,33,8,1
PO101382,SUP1025,Equipment Supplier 7 (GER),2025-03-27,2025-06-11,2025-07-03,98,76,22,1
PO101149,SUP1025,Equipment Supplier 7 (GER),2025-03-28,2025-06-26,2025-07-24,118,90,28,1
PO101997,SUP1025,Equipment Supplier 7 (GER),2025-03-30,2025-06-22,2025-07-04,96,84,12,1
PO100919,SUP1025,Equipment Supplier 7 (GER),2025-04-01,2025-06-24,2025-07-24,114,84,30,1
PO101456,SUP1025,Equipment Supplier 7 (GER),2025-04-04,2025-05-08,2025-05-08,34,34,0,0
PO101431,SUP1025,Equipment Supplier 7 (GER),2025-04-18,2025-05-08,2025-06-06,49,20,29,1
PO102032,SUP1025,Equipment Supplier 7 (GER),2025-05-08,2025-07-23,2025-08-08,92,76,16,1
PO100902,SUP1025,Equipment Supplier 7 (GER),2025-05-09,2025-07-02,2025-07-12,64,54,10,1
PO100730,SUP1025,Equipment Supplier 7 (GER),2025-05-10,2025-07-10,2025-07-21,72,61,11,1
PO100228,SUP1025,Equipment Supplier 7 (GER),2025-05-18,2025-06-07,2025-06-28,41,20,21,1
PO100409,SUP1025,Equipment Supplier 7 (GER),2025-05-26,2025-06-15,2025-06-15,20,20,0,0
PO100931,SUP1025,Equipment Supplier 7 (GER),2025-05-27,2025-08-25,2025-08-25,90,90,0,0
PO101371,SUP1025,Equipment Supplier 7 (GER),2025-06-06,2025-07-09,2025-07-19,43,33,10,1
PO102182,SUP1025,Equipment Supplier 7 (GER),2025-06-11,2025-07-01,2025-07-15,34,20,14,1
PO100485,SUP1025,Equipment Supplier 7 (GER),2025-06-18,2025-09-05,2025-09-04,78,79,-1,0
PO101334,SUP1025,Equipment Supplier 7 (GER),2025-06-28,2025-08-16,2025-08-16,49,49,0,0
PO101735,SUP1025,Equipment Supplier 7 (GER),2025-07-16,2025-09-03,2025-09-03,49,49,0,0
PO102199,SUP1025,Equipment Supplier 7 (GER),2025-07-16,2025-10-14,2025-10-14,90,90,0,0
PO101485,SUP1025,Equipment Supplier 7 (GER),2025-07-21,2025-10-13,2025-11-09,111,84,27,1
PO100698,SUP1025,Equipment Supplier 7 (GER),2025-07-25,2025-09-24,2025-10-05,72,61,11,1
PO100932,SUP1025,Equipment Supplier 7 (GER),2025-07-27,2025-09-16,2025-09-11,46,51,-5,0
PO100415,SUP1025,Equipment Supplier 7 (GER),2025-08-08,2025-10-08,2025-10-08,61,61,0,0
PO100512,SUP1025,Equipment Supplier 7 (GER),2025-08-13,2025-10-06,2025-10-06,54,54,0,0
PO101943,SUP1025,Equipment Supplier 7 (GER),2025-08-31,2025-11-15,2025-11-29,90,76,14,1
PO102277,SUP1025,Equipment Supplier 7 (GER),2025-09-01,2025-10-05,2025-10-06,35,34,1,1
PO100166,SUP1025,Equipment Supplier 7 (GER),2025-09-06,2025-10-30,2025-11-10,65,54,11,1
PO101307,SUP1025,Equipment Supplier 7 (GER),2025-09-21,2025-12-06,2026-01-01,102,76,26,1
PO100545,SUP1025,Equipment Supplier 7 (GER),2025-10-05,2025-12-20,2026-01-15,102,76,26,1
PO102052,SUP1025,Equipment Supplier 7 (GER),2025-10-05,2025-12-05,2026-01-04,91,61,30,1
PO102399,SUP1025,Equipment Supplier 7 (GER),2025-10-12,2025-12-30,2026-01-05,85,79,6,1
PO100678,SUP1025,Equipment Supplier 7 (GER),2025-10-31,2025-12-24,2026-01-06,67,54,13,1
PO101748,SUP1025,Equipment Supplier 7 (GER),2025-11-24,2026-02-09,2026-02-09,77,77,0,0
PO101203,SUP1025,Equipment Supplier 7 (GER),2025-12-14,2026-02-06,2026-02-06,54,54,0,0
PO100660,SUP1025,Equipment Supplier 7 (GER),2026-01-06,2026-02-15,2026-02-11,36,40,-4,0
PO100145,SUP1025,Equipment Supplier 7 (GER),2026-01-21,2026-02-10,2026-02-16,26,20,6,1
PO101012,SUP1026,Equipment Supplier 8 (NIG),2024-03-04,2024-04-12,2024-04-19,46,39,7,1
PO101088,SUP1026,Equipment Supplier 8 (NIG),2024-03-05,2024-04-08,2024-04-18,44,34,10,1
PO100509,SUP1026,Equipment Supplier 8 (NIG),2024-03-20,2024-05-10,2024-06-02,74,51,23,1
PO100385,SUP1026,Equipment Supplier 8 (NIG),2024-03-29,2024-05-01,2024-05-31,63,33,30,1
PO100068,SUP1026,Equipment Supplier 8 (NIG),2024-03-30,2024-06-22,2024-07-07,99,84,15,1
PO100663,SUP1026,Equipment Supplier 8 (NIG),2024-04-19,2024-05-29,2024-06-15,57,40,17,1
PO101297,SUP1026,Equipment Supplier 8 (NIG),2024-05-01,2024-07-24,2024-07-24,84,84,0,0
PO100937,SUP1026,Equipment Supplier 8 (NIG),2024-05-07,2024-06-30,2024-06-30,54,54,0,0
PO100419,SUP1026,Equipment Supplier 8 (NIG),2024-05-13,2024-06-15,2024-06-15,33,33,0,0
PO102404,SUP1026,Equipment Supplier 8 (NIG),2024-06-01,2024-08-30,2024-08-30,90,90,0,0
PO100822,SUP1026,Equipment Supplier 8 (NIG),2024-06-07,2024-07-11,2024-08-04,58,34,24,1
PO100862,SUP1026,Equipment Supplier 8 (NIG),2024-06-11,2024-07-30,2024-07-30,49,49,0,0
PO101767,SUP1026,Equipment Supplier 8 (NIG),2024-06-14,2024-08-04,2024-08-04,51,51,0,0
PO101284,SUP1026,Equipment Supplier 8 (NIG),2024-06-17,2024-08-05,2024-08-05,49,49,0,0
PO101777,SUP1026,Equipment Supplier 8 (NIG),2024-06-22,2024-07-12,2024-07-12,20,20,0,0
PO101475,SUP1026,Equipment Supplier 8 (NIG),2024-06-27,2024-09-11,2024-10-09,104,76,28,1
PO100917,SUP1026,Equipment Supplier 8 (NIG),2024-06-30,2024-09-17,2024-09-25,87,79,8,1
PO101816,SUP1026,Equipment Supplier 8 (NIG),2024-06-30,2024-08-20,2024-08-20,51,51,0,0
PO100690,SUP1026,Equipment Supplier 8 (NIG),2024-07-05,2024-10-03,2024-10-19,106,90,16,1
PO102075,SUP1026,Equipment Supplier 8 (NIG),2024-07-09,2024-08-17,2024-08-17,39,39,0,0
PO100951,SUP1026,Equipment Supplier 8 (NIG),2024-07-10,2024-09-02,2024-09-07,59,54,5,1
PO101625,SUP1026,Equipment Supplier 8 (NIG),2024-07-14,2024-09-01,2024-09-01,49,49,0,0
PO101810,SUP1026,Equipment Supplier 8 (NIG),2024-07-27,2024-09-04,2024-09-04,39,39,0,0
PO101196,SUP1026,Equipment Supplier 8 (NIG),2024-08-03,2024-09-12,2024-09-22,50,40,10,1
PO100897,SUP1026,Equipment Supplier 8 (NIG),2024-08-23,2024-11-15,2024-11-15,84,84,0,0
PO101154,SUP1026,Equipment Supplier 8 (NIG),2024-08-27,2024-09-16,2024-09-16,20,20,0,0
PO102230,SUP1026,Equipment Supplier 8 (NIG),2024-09-05,2024-10-14,2024-10-14,39,39,0,0
PO101329,SUP1026,Equipment Supplier 8 (NIG),2024-09-23,2024-11-16,2024-11-13,51,54,-3,0
PO101314,SUP1026,Equipment Supplier 8 (NIG),2024-09-25,2024-10-15,2024-10-15,20,20,0,0
PO100404,SUP1026,Equipment Supplier 8 (NIG),2024-10-08,2024-10-28,2024-10-26,18,20,-2,0
PO101011,SUP1026,Equipment Supplier 8 (NIG),2024-10-28,2024-12-07,2025-01-01,65,40,25,1
